#
#
# US Geological Survey, Water Resources Data
# retrieved: 2016-08-08 22:19:34 -04:00	(natwebsdas01)
#
# This file contains USGS Monthly Statistics
#
# Note:The statistics generated are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit http://help.waterdata.usgs.gov/faq/about-statistics.
#
# Data heading explanations.
# agency_cd       -- agency code
# site_no         -- Site identification number
# parameter_cd    -- Parameter code
# station_nm      -- Site name
# loc_web_ds      -- Additional measurement description
#
# Data for the following 1 site(s) are contained in this file
# agency_cd   site_no      parameter_cd   station_nm (loc_web_ds)
# USGS        10109001     00060          COM F LOGAN R AB ST D AND CACHE HL CAN NR LOGAN UT
#
# Explanation of Parameter Codes
# parameter_cd	Parameter Name
# 00060         Discharge, cubic feet per second
#
# Data heading explanations.
# year_nu     ... Calendar year for value.
# month_nu    ... Month for value.
# mean_va     ... Mean of daily mean values for this month.
# count_nu    ... Number of values used in the calculation.
#
agency_cd	site_no	parameter_cd	ts_id	loc_web_ds	year_nu	month_nu	mean_va
USGS	10109001	00060	143454		1927	12	141.8
USGS	10109001	00060	143454		1928	1	131.2
USGS	10109001	00060	143454		1928	2	119.5
USGS	10109001	00060	143454		1928	3	154.0
USGS	10109001	00060	143454		1928	4	234.3
USGS	10109001	00060	143454		1928	5	880.6
USGS	10109001	00060	143454		1928	6	591.9
USGS	10109001	00060	143454		1928	7	311.1
USGS	10109001	00060	143454		1928	8	217.2
USGS	10109001	00060	143454		1928	9	178.0
USGS	10109001	00060	143454		1928	10	160.0
USGS	10109001	00060	143454		1928	11	140.8
USGS	10109001	00060	143454		1928	12	122.4
USGS	10109001	00060	143454		1929	1	117.5
USGS	10109001	00060	143454		1929	2	109.1
USGS	10109001	00060	143454		1929	3	121.5
USGS	10109001	00060	143454		1929	4	188.3
USGS	10109001	00060	143454		1929	5	598.0
USGS	10109001	00060	143454		1929	6	677.6
USGS	10109001	00060	143454		1929	7	360.4
USGS	10109001	00060	143454		1929	8	223.5
USGS	10109001	00060	143454		1929	9	186.4
USGS	10109001	00060	143454		1929	10	166.9
USGS	10109001	00060	143454		1929	11	141.5
USGS	10109001	00060	143454		1929	12	124.8
USGS	10109001	00060	143454		1930	1	114.2
USGS	10109001	00060	143454		1930	2	110.8
USGS	10109001	00060	143454		1930	3	110.5
USGS	10109001	00060	143454		1930	4	271.3
USGS	10109001	00060	143454		1930	5	411.5
USGS	10109001	00060	143454		1930	6	420.6
USGS	10109001	00060	143454		1930	7	226.5
USGS	10109001	00060	143454		1930	8	170.5
USGS	10109001	00060	143454		1930	9	142.4
USGS	10109001	00060	143454		1930	10	129.0
USGS	10109001	00060	143454		1930	11	110.5
USGS	10109001	00060	143454		1930	12	104.3
USGS	10109001	00060	143454		1931	1	98.0
USGS	10109001	00060	143454		1931	2	91.9
USGS	10109001	00060	143454		1931	3	93.1
USGS	10109001	00060	143454		1931	4	128.5
USGS	10109001	00060	143454		1931	5	272.4
USGS	10109001	00060	143454		1931	6	196.5
USGS	10109001	00060	143454		1931	7	120.4
USGS	10109001	00060	143454		1931	8	101.8
USGS	10109001	00060	143454		1931	9	88.2
USGS	10109001	00060	143454		1931	10	80.0
USGS	10109001	00060	143454		1931	11	76.8
USGS	10109001	00060	143454		1931	12	76.8
USGS	10109001	00060	143454		1932	1	76.0
USGS	10109001	00060	143454		1932	2	73.8
USGS	10109001	00060	143454		1932	3	92.8
USGS	10109001	00060	143454		1932	4	255.8
USGS	10109001	00060	143454		1932	5	877.0
USGS	10109001	00060	143454		1932	6	965.7
USGS	10109001	00060	143454		1932	7	497.7
USGS	10109001	00060	143454		1932	8	269.7
USGS	10109001	00060	143454		1932	9	210.1
USGS	10109001	00060	143454		1932	10	175.6
USGS	10109001	00060	143454		1932	11	150.3
USGS	10109001	00060	143454		1932	12	125.2
USGS	10109001	00060	143454		1933	1	118.4
USGS	10109001	00060	143454		1933	2	105.5
USGS	10109001	00060	143454		1933	3	106.0
USGS	10109001	00060	143454		1933	4	169.2
USGS	10109001	00060	143454		1933	5	397.2
USGS	10109001	00060	143454		1933	6	815.5
USGS	10109001	00060	143454		1933	7	302.7
USGS	10109001	00060	143454		1933	8	213.6
USGS	10109001	00060	143454		1933	9	163.3
USGS	10109001	00060	143454		1933	10	136.5
USGS	10109001	00060	143454		1933	11	120.0
USGS	10109001	00060	143454		1933	12	108.2
USGS	10109001	00060	143454		1934	1	97.2
USGS	10109001	00060	143454		1934	2	94.7
USGS	10109001	00060	143454		1934	3	111.8
USGS	10109001	00060	143454		1934	4	215.0
USGS	10109001	00060	143454		1934	5	212.1
USGS	10109001	00060	143454		1934	6	140.5
USGS	10109001	00060	143454		1934	7	103.1
USGS	10109001	00060	143454		1934	8	88.2
USGS	10109001	00060	143454		1934	9	79.9
USGS	10109001	00060	143454		1934	10	74.2
USGS	10109001	00060	143454		1934	11	74.9
USGS	10109001	00060	143454		1934	12	72.7
USGS	10109001	00060	143454		1935	1	70.9
USGS	10109001	00060	143454		1935	2	76.3
USGS	10109001	00060	143454		1935	3	81.4
USGS	10109001	00060	143454		1935	4	188.2
USGS	10109001	00060	143454		1935	5	479.2
USGS	10109001	00060	143454		1935	6	630.4
USGS	10109001	00060	143454		1935	7	275.0
USGS	10109001	00060	143454		1935	8	178.7
USGS	10109001	00060	143454		1935	9	138.9
USGS	10109001	00060	143454		1935	10	114.8
USGS	10109001	00060	143454		1935	11	103.4
USGS	10109001	00060	143454		1935	12	89.1
USGS	10109001	00060	143454		1936	1	83.5
USGS	10109001	00060	143454		1936	2	85.9
USGS	10109001	00060	143454		1936	3	94.7
USGS	10109001	00060	143454		1936	4	409.4
USGS	10109001	00060	143454		1936	5	1186
USGS	10109001	00060	143454		1936	6	866.8
USGS	10109001	00060	143454		1936	7	385.8
USGS	10109001	00060	143454		1936	8	253.6
USGS	10109001	00060	143454		1936	9	197.7
USGS	10109001	00060	143454		1936	10	169.6
USGS	10109001	00060	143454		1936	11	145.2
USGS	10109001	00060	143454		1936	12	125.5
USGS	10109001	00060	143454		1937	1	109.6
USGS	10109001	00060	143454		1937	2	105.6
USGS	10109001	00060	143454		1937	3	105.9
USGS	10109001	00060	143454		1937	4	168.1
USGS	10109001	00060	143454		1937	5	624.6
USGS	10109001	00060	143454		1937	6	525.3
USGS	10109001	00060	143454		1937	7	291.2
USGS	10109001	00060	143454		1937	8	199.9
USGS	10109001	00060	143454		1937	9	159.5
USGS	10109001	00060	143454		1937	10	142.8
USGS	10109001	00060	143454		1937	11	129.5
USGS	10109001	00060	143454		1937	12	117.1
USGS	10109001	00060	143454		1938	1	109.5
USGS	10109001	00060	143454		1938	2	102.7
USGS	10109001	00060	143454		1938	3	119.3
USGS	10109001	00060	143454		1938	4	330.2
USGS	10109001	00060	143454		1938	5	706.6
USGS	10109001	00060	143454		1938	6	681.3
USGS	10109001	00060	143454		1938	7	319.1
USGS	10109001	00060	143454		1938	8	220.7
USGS	10109001	00060	143454		1938	9	172.1
USGS	10109001	00060	143454		1938	10	146.9
USGS	10109001	00060	143454		1938	11	133.2
USGS	10109001	00060	143454		1938	12	120.4
USGS	10109001	00060	143454		1939	1	108.1
USGS	10109001	00060	143454		1939	2	103.8
USGS	10109001	00060	143454		1939	3	127.5
USGS	10109001	00060	143454		1939	4	283.8
USGS	10109001	00060	143454		1939	5	466.2
USGS	10109001	00060	143454		1939	6	306.9
USGS	10109001	00060	143454		1939	7	195.1
USGS	10109001	00060	143454		1939	8	150.3
USGS	10109001	00060	143454		1939	9	125.3
USGS	10109001	00060	143454		1939	10	114.4
USGS	10109001	00060	143454		1939	11	100.4
USGS	10109001	00060	143454		1939	12	95.4
USGS	10109001	00060	143454		1940	1	91.6
USGS	10109001	00060	143454		1940	2	91.0
USGS	10109001	00060	143454		1940	3	104.4
USGS	10109001	00060	143454		1940	4	167.1
USGS	10109001	00060	143454		1940	5	431.8
USGS	10109001	00060	143454		1940	6	268.5
USGS	10109001	00060	143454		1940	7	165.0
USGS	10109001	00060	143454		1940	8	126.9
USGS	10109001	00060	143454		1940	9	109.8
USGS	10109001	00060	143454		1940	10	98.5
USGS	10109001	00060	143454		1940	11	89.0
USGS	10109001	00060	143454		1940	12	78.3
USGS	10109001	00060	143454		1941	1	74.6
USGS	10109001	00060	143454		1941	2	78.4
USGS	10109001	00060	143454		1941	3	85.9
USGS	10109001	00060	143454		1941	4	118.9
USGS	10109001	00060	143454		1941	5	342.4
USGS	10109001	00060	143454		1941	6	264.5
USGS	10109001	00060	143454		1941	7	159.5
USGS	10109001	00060	143454		1941	8	119.6
USGS	10109001	00060	143454		1941	9	98.2
USGS	10109001	00060	143454		1941	10	94.1
USGS	10109001	00060	143454		1941	11	87.5
USGS	10109001	00060	143454		1941	12	82.9
USGS	10109001	00060	143454		1942	1	79.1
USGS	10109001	00060	143454		1942	2	77.2
USGS	10109001	00060	143454		1942	3	80.3
USGS	10109001	00060	143454		1942	4	225.1
USGS	10109001	00060	143454		1942	5	329.0
USGS	10109001	00060	143454		1942	6	427.3
USGS	10109001	00060	143454		1942	7	224.3
USGS	10109001	00060	143454		1942	8	155.4
USGS	10109001	00060	143454		1942	9	124.8
USGS	10109001	00060	143454		1942	10	106.0
USGS	10109001	00060	143454		1942	11	99.3
USGS	10109001	00060	143454		1942	12	89.6
USGS	10109001	00060	143454		1943	1	88.1
USGS	10109001	00060	143454		1943	2	92.6
USGS	10109001	00060	143454		1943	3	114.4
USGS	10109001	00060	143454		1943	4	493.4
USGS	10109001	00060	143454		1943	5	741.6
USGS	10109001	00060	143454		1943	6	780.5
USGS	10109001	00060	143454		1943	7	427.5
USGS	10109001	00060	143454		1943	8	244.7
USGS	10109001	00060	143454		1943	9	190.4
USGS	10109001	00060	143454		1943	10	165.2
USGS	10109001	00060	143454		1943	11	139.1
USGS	10109001	00060	143454		1943	12	119.0
USGS	10109001	00060	143454		1944	1	106.6
USGS	10109001	00060	143454		1944	2	97.8
USGS	10109001	00060	143454		1944	3	93.1
USGS	10109001	00060	143454		1944	4	147.2
USGS	10109001	00060	143454		1944	5	433.6
USGS	10109001	00060	143454		1944	6	459.8
USGS	10109001	00060	143454		1944	7	248.5
USGS	10109001	00060	143454		1944	8	173.5
USGS	10109001	00060	143454		1944	9	137.3
USGS	10109001	00060	143454		1944	10	121.2
USGS	10109001	00060	143454		1944	11	109.3
USGS	10109001	00060	143454		1944	12	93.0
USGS	10109001	00060	143454		1945	1	90.8
USGS	10109001	00060	143454		1945	2	92.5
USGS	10109001	00060	143454		1945	3	90.8
USGS	10109001	00060	143454		1945	4	122.4
USGS	10109001	00060	143454		1945	5	454.1
USGS	10109001	00060	143454		1945	6	654.0
USGS	10109001	00060	143454		1945	7	383.4
USGS	10109001	00060	143454		1945	8	232.4
USGS	10109001	00060	143454		1945	9	185.2
USGS	10109001	00060	143454		1945	10	155.8
USGS	10109001	00060	143454		1945	11	143.0
USGS	10109001	00060	143454		1945	12	126.7
USGS	10109001	00060	143454		1946	1	118.5
USGS	10109001	00060	143454		1946	2	108.8
USGS	10109001	00060	143454		1946	3	144.8
USGS	10109001	00060	143454		1946	4	560.6
USGS	10109001	00060	143454		1946	5	780.7
USGS	10109001	00060	143454		1946	6	658.8
USGS	10109001	00060	143454		1946	7	355.3
USGS	10109001	00060	143454		1946	8	239.5
USGS	10109001	00060	143454		1946	9	190.0
USGS	10109001	00060	143454		1946	10	169.6
USGS	10109001	00060	143454		1946	11	149.0
USGS	10109001	00060	143454		1946	12	132.2
USGS	10109001	00060	143454		1947	1	114.6
USGS	10109001	00060	143454		1947	2	115.2
USGS	10109001	00060	143454		1947	3	137.4
USGS	10109001	00060	143454		1947	4	214.6
USGS	10109001	00060	143454		1947	5	708.9
USGS	10109001	00060	143454		1947	6	508.7
USGS	10109001	00060	143454		1947	7	281.7
USGS	10109001	00060	143454		1947	8	202.4
USGS	10109001	00060	143454		1947	9	164.1
USGS	10109001	00060	143454		1947	10	144.5
USGS	10109001	00060	143454		1947	11	128.1
USGS	10109001	00060	143454		1947	12	115.0
USGS	10109001	00060	143454		1948	1	106.0
USGS	10109001	00060	143454		1948	2	101.9
USGS	10109001	00060	143454		1948	3	97.7
USGS	10109001	00060	143454		1948	4	225.8
USGS	10109001	00060	143454		1948	5	762.8
USGS	10109001	00060	143454		1948	6	775.3
USGS	10109001	00060	143454		1948	7	342.1
USGS	10109001	00060	143454		1948	8	227.3
USGS	10109001	00060	143454		1948	9	182.5
USGS	10109001	00060	143454		1948	10	160.4
USGS	10109001	00060	143454		1948	11	142.4
USGS	10109001	00060	143454		1948	12	125.3
USGS	10109001	00060	143454		1949	1	113.7
USGS	10109001	00060	143454		1949	2	108.4
USGS	10109001	00060	143454		1949	3	124.7
USGS	10109001	00060	143454		1949	4	312.8
USGS	10109001	00060	143454		1949	5	697.7
USGS	10109001	00060	143454		1949	6	556.7
USGS	10109001	00060	143454		1949	7	298.5
USGS	10109001	00060	143454		1949	8	211.7
USGS	10109001	00060	143454		1949	9	182.1
USGS	10109001	00060	143454		1949	10	170.5
USGS	10109001	00060	143454		1949	11	135.4
USGS	10109001	00060	143454		1949	12	121.1
USGS	10109001	00060	143454		1950	1	124.5
USGS	10109001	00060	143454		1950	2	120.2
USGS	10109001	00060	143454		1950	3	140.0
USGS	10109001	00060	143454		1950	4	366.8
USGS	10109001	00060	143454		1950	5	798.8
USGS	10109001	00060	143454		1950	6	1156
USGS	10109001	00060	143454		1950	7	650.9
USGS	10109001	00060	143454		1950	8	321.8
USGS	10109001	00060	143454		1950	9	240.8
USGS	10109001	00060	143454		1950	10	204.2
USGS	10109001	00060	143454		1950	11	185.5
USGS	10109001	00060	143454		1950	12	160.7
USGS	10109001	00060	143454		1951	1	139.4
USGS	10109001	00060	143454		1951	2	145.7
USGS	10109001	00060	143454		1951	3	143.1
USGS	10109001	00060	143454		1951	4	458.2
USGS	10109001	00060	143454		1951	5	841.6
USGS	10109001	00060	143454		1951	6	775.6
USGS	10109001	00060	143454		1951	7	403.1
USGS	10109001	00060	143454		1951	8	262.4
USGS	10109001	00060	143454		1951	9	208.1
USGS	10109001	00060	143454		1951	10	188.0
USGS	10109001	00060	143454		1951	11	163.3
USGS	10109001	00060	143454		1951	12	141.6
USGS	10109001	00060	143454		1952	1	128.5
USGS	10109001	00060	143454		1952	2	117.1
USGS	10109001	00060	143454		1952	3	115.1
USGS	10109001	00060	143454		1952	4	336.7
USGS	10109001	00060	143454		1952	5	865.1
USGS	10109001	00060	143454		1952	6	772.4
USGS	10109001	00060	143454		1952	7	365.9
USGS	10109001	00060	143454		1952	8	246.0
USGS	10109001	00060	143454		1952	9	198.2
USGS	10109001	00060	143454		1952	10	172.0
USGS	10109001	00060	143454		1952	11	150.8
USGS	10109001	00060	143454		1952	12	134.6
USGS	10109001	00060	143454		1953	1	127.4
USGS	10109001	00060	143454		1953	2	116.1
USGS	10109001	00060	143454		1953	3	121.1
USGS	10109001	00060	143454		1953	4	196.0
USGS	10109001	00060	143454		1953	5	351.9
USGS	10109001	00060	143454		1953	6	703.9
USGS	10109001	00060	143454		1953	7	357.5
USGS	10109001	00060	143454		1953	8	219.5
USGS	10109001	00060	143454		1953	9	170.9
USGS	10109001	00060	143454		1953	10	148.9
USGS	10109001	00060	143454		1953	11	136.9
USGS	10109001	00060	143454		1953	12	118.0
USGS	10109001	00060	143454		1954	1	111.0
USGS	10109001	00060	143454		1954	2	103.7
USGS	10109001	00060	143454		1954	3	110.6
USGS	10109001	00060	143454		1954	4	210.5
USGS	10109001	00060	143454		1954	5	459.6
USGS	10109001	00060	143454		1954	6	292.9
USGS	10109001	00060	143454		1954	7	197.4
USGS	10109001	00060	143454		1954	8	143.1
USGS	10109001	00060	143454		1954	9	119.2
USGS	10109001	00060	143454		1954	10	108.0
USGS	10109001	00060	143454		1954	11	100.8
USGS	10109001	00060	143454		1954	12	88.8
USGS	10109001	00060	143454		1955	1	86.5
USGS	10109001	00060	143454		1955	2	83.1
USGS	10109001	00060	143454		1955	3	82.7
USGS	10109001	00060	143454		1955	4	135.1
USGS	10109001	00060	143454		1955	5	482.7
USGS	10109001	00060	143454		1955	6	478.9
USGS	10109001	00060	143454		1955	7	245.4
USGS	10109001	00060	143454		1955	8	166.2
USGS	10109001	00060	143454		1955	9	130.7
USGS	10109001	00060	143454		1955	10	119.9
USGS	10109001	00060	143454		1955	11	109.1
USGS	10109001	00060	143454		1955	12	144.1
USGS	10109001	00060	143454		1956	1	130.2
USGS	10109001	00060	143454		1956	2	109.6
USGS	10109001	00060	143454		1956	3	133.3
USGS	10109001	00060	143454		1956	4	380.3
USGS	10109001	00060	143454		1956	5	800.6
USGS	10109001	00060	143454		1956	6	703.4
USGS	10109001	00060	143454		1956	7	307.6
USGS	10109001	00060	143454		1956	8	204.2
USGS	10109001	00060	143454		1956	9	161.6
USGS	10109001	00060	143454		1956	10	144.3
USGS	10109001	00060	143454		1956	11	128.3
USGS	10109001	00060	143454		1956	12	116.0
USGS	10109001	00060	143454		1957	1	106.2
USGS	10109001	00060	143454		1957	2	107.9
USGS	10109001	00060	143454		1957	3	117.6
USGS	10109001	00060	143454		1957	4	185.2
USGS	10109001	00060	143454		1957	5	549.6
USGS	10109001	00060	143454		1957	6	835.0
USGS	10109001	00060	143454		1957	7	383.3
USGS	10109001	00060	143454		1957	8	223.2
USGS	10109001	00060	143454		1957	9	175.0
USGS	10109001	00060	143454		1957	10	158.4
USGS	10109001	00060	143454		1957	11	138.8
USGS	10109001	00060	143454		1957	12	124.2
USGS	10109001	00060	143454		1958	1	109.5
USGS	10109001	00060	143454		1958	2	111.8
USGS	10109001	00060	143454		1958	3	113.6
USGS	10109001	00060	143454		1958	4	215.0
USGS	10109001	00060	143454		1958	5	767.9
USGS	10109001	00060	143454		1958	6	654.5
USGS	10109001	00060	143454		1958	7	286.7
USGS	10109001	00060	143454		1958	8	201.2
USGS	10109001	00060	143454		1958	9	164.9
USGS	10109001	00060	143454		1958	10	139.5
USGS	10109001	00060	143454		1958	11	129.2
USGS	10109001	00060	143454		1958	12	114.8
USGS	10109001	00060	143454		1959	1	102.0
USGS	10109001	00060	143454		1959	2	100.1
USGS	10109001	00060	143454		1959	3	105.8
USGS	10109001	00060	143454		1959	4	211.8
USGS	10109001	00060	143454		1959	5	417.9
USGS	10109001	00060	143454		1959	6	503.2
USGS	10109001	00060	143454		1959	7	242.5
USGS	10109001	00060	143454		1959	8	169.5
USGS	10109001	00060	143454		1959	9	141.1
USGS	10109001	00060	143454		1959	10	137.4
USGS	10109001	00060	143454		1959	11	118.2
USGS	10109001	00060	143454		1959	12	103.4
USGS	10109001	00060	143454		1960	1	96.1
USGS	10109001	00060	143454		1960	2	92.0
USGS	10109001	00060	143454		1960	3	122.2
USGS	10109001	00060	143454		1960	4	271.5
USGS	10109001	00060	143454		1960	5	489.8
USGS	10109001	00060	143454		1960	6	379.5
USGS	10109001	00060	143454		1960	7	204.9
USGS	10109001	00060	143454		1960	8	151.7
USGS	10109001	00060	143454		1960	9	130.5
USGS	10109001	00060	143454		1960	10	116.1
USGS	10109001	00060	143454		1960	11	110.6
USGS	10109001	00060	143454		1960	12	96.4
USGS	10109001	00060	143454		1961	1	90.8
USGS	10109001	00060	143454		1961	2	87.9
USGS	10109001	00060	143454		1961	3	88.4
USGS	10109001	00060	143454		1961	4	123.7
USGS	10109001	00060	143454		1961	5	293.4
USGS	10109001	00060	143454		1961	6	243.9
USGS	10109001	00060	143454		1961	7	132.7
USGS	10109001	00060	143454		1961	8	102.9
USGS	10109001	00060	143454		1961	9	91.4
USGS	10109001	00060	143454		1961	10	87.0
USGS	10109001	00060	143454		1961	11	82.4
USGS	10109001	00060	143454		1961	12	77.7
USGS	10109001	00060	143454		1962	1	74.5
USGS	10109001	00060	143454		1962	2	102.7
USGS	10109001	00060	143454		1962	3	92.0
USGS	10109001	00060	143454		1962	4	435.4
USGS	10109001	00060	143454		1962	5	673.2
USGS	10109001	00060	143454		1962	6	546.5
USGS	10109001	00060	143454		1962	7	293.1
USGS	10109001	00060	143454		1962	8	193.9
USGS	10109001	00060	143454		1962	9	170.7
USGS	10109001	00060	143454		1962	10	147.7
USGS	10109001	00060	143454		1962	11	128.4
USGS	10109001	00060	143454		1962	12	107.7
USGS	10109001	00060	143454		1963	1	94.6
USGS	10109001	00060	143454		1963	2	124.1
USGS	10109001	00060	143454		1963	3	105.1
USGS	10109001	00060	143454		1963	4	160.2
USGS	10109001	00060	143454		1963	5	519.8
USGS	10109001	00060	143454		1963	6	488.4
USGS	10109001	00060	143454		1963	7	233.2
USGS	10109001	00060	143454		1963	8	163.1
USGS	10109001	00060	143454		1963	9	142.6
USGS	10109001	00060	143454		1963	10	123.6
USGS	10109001	00060	143454		1963	11	112.8
USGS	10109001	00060	143454		1963	12	97.5
USGS	10109001	00060	143454		1964	1	89.7
USGS	10109001	00060	143454		1964	2	86.4
USGS	10109001	00060	143454		1964	3	84.5
USGS	10109001	00060	143454		1964	4	151.2
USGS	10109001	00060	143454		1964	5	489.6
USGS	10109001	00060	143454		1964	6	658.1
USGS	10109001	00060	143454		1964	7	359.2
USGS	10109001	00060	143454		1964	8	210.3
USGS	10109001	00060	143454		1964	9	166.8
USGS	10109001	00060	143454		1964	10	139.9
USGS	10109001	00060	143454		1964	11	125.6
USGS	10109001	00060	143454		1964	12	131.8
USGS	10109001	00060	143454		1965	1	122.7
USGS	10109001	00060	143454		1965	2	135.7
USGS	10109001	00060	143454		1965	3	122.1
USGS	10109001	00060	143454		1965	4	295.8
USGS	10109001	00060	143454		1965	5	659.6
USGS	10109001	00060	143454		1965	6	1039
USGS	10109001	00060	143454		1965	7	526.5
USGS	10109001	00060	143454		1965	8	285.0
USGS	10109001	00060	143454		1965	9	227.9
USGS	10109001	00060	143454		1965	10	189.6
USGS	10109001	00060	143454		1965	11	162.1
USGS	10109001	00060	143454		1965	12	138.4
USGS	10109001	00060	143454		1966	1	123.7
USGS	10109001	00060	143454		1966	2	115.0
USGS	10109001	00060	143454		1966	3	139.7
USGS	10109001	00060	143454		1966	4	303.1
USGS	10109001	00060	143454		1966	5	540.8
USGS	10109001	00060	143454		1966	6	333.8
USGS	10109001	00060	143454		1966	7	203.3
USGS	10109001	00060	143454		1966	8	155.2
USGS	10109001	00060	143454		1966	9	132.8
USGS	10109001	00060	143454		1966	10	120.6
USGS	10109001	00060	143454		1966	11	113.3
USGS	10109001	00060	143454		1966	12	103.6
USGS	10109001	00060	143454		1967	1	102.7
USGS	10109001	00060	143454		1967	2	94.0
USGS	10109001	00060	143454		1967	3	106.0
USGS	10109001	00060	143454		1967	4	160.9
USGS	10109001	00060	143454		1967	5	541.3
USGS	10109001	00060	143454		1967	6	884.3
USGS	10109001	00060	143454		1967	7	461.0
USGS	10109001	00060	143454		1967	8	250.8
USGS	10109001	00060	143454		1967	9	197.2
USGS	10109001	00060	143454		1967	10	167.6
USGS	10109001	00060	143454		1967	11	147.0
USGS	10109001	00060	143454		1967	12	125.1
USGS	10109001	00060	143454		1968	1	113.2
USGS	10109001	00060	143454		1968	2	116.3
USGS	10109001	00060	143454		1968	3	125.5
USGS	10109001	00060	143454		1968	4	175.7
USGS	10109001	00060	143454		1968	5	456.3
